opId,type,sort,id,thumbnailUrl,gif,downloadUrl,online
arrows_202205_05A,arrows,9,206e1a24-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_05A.png,True,sticker/download/arrows_202205_05A.gif,1
arrows_202205_05B,arrows,10,206e1a4c-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_05B.png,False,sticker/download/arrows_202205_05B.png,1
arrows_202205_06A,arrows,11,206e1a74-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_06A.png,True,sticker/download/arrows_202205_06A.gif,1
arrows_202205_06B,arrows,12,206e1a9c-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_06B.png,False,sticker/download/arrows_202205_06B.png,1
arrows_202205_07A,arrows,13,206e1ace-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_07A.png,True,sticker/download/arrows_202205_07A.gif,1
arrows_202205_07B,arrows,14,206e1af6-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_07B.png,False,sticker/download/arrows_202205_07B.png,1
arrows_202205_08A,arrows,15,206e1b28-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_08A.png,True,sticker/download/arrows_202205_08A.gif,1
arrows_202205_08B,arrows,16,206e1b50-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_08B.png,False,sticker/download/arrows_202205_08B.png,1
arrows_202205_09A,arrows,17,206e1b78-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_09A.png,True,sticker/download/arrows_202205_09A.gif,1
arrows_202205_09B,arrows,18,206e1baa-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_09B.png,False,sticker/download/arrows_202205_09B.png,1
arrows_202205_10A,arrows,19,206e1bd2-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_10A.png,True,sticker/download/arrows_202205_10A.gif,1
arrows_202205_10B,arrows,20,206e1bfa-cf43-11ec-b5cd-acde48001122,sticker/previews/arrows_202205_10B.png,False,sticker/download/arrows_202205_10B.png,1
easter_202205_01,easter,1,206e1c2c-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_01.png,False,sticker/download/easter_202205_01.png,1
easter_202205_02,easter,2,206e1c54-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_02.png,False,sticker/download/easter_202205_02.png,1
easter_202205_03,easter,3,206e1c7c-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_03.png,True,sticker/download/easter_202205_03.gif,1
easter_202205_04,easter,4,206e1cae-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_04.png,False,sticker/download/easter_202205_04.png,1
easter_202205_05,easter,5,206e1cd6-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_05.png,False,sticker/download/easter_202205_05.png,1
easter_202205_06,easter,6,206e1cfe-cf43-11ec-b5cd-acde48001122,sticker/previews/easter_202205_06.png,True,sticker/download/easter_202205_06.gif,1
